Name,Assembly,Annotation,Reads,popppunk_cluster,ST,Pathotype,Country,Continent,Isolation,Publication
esc_sa5803aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7285629_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7285629_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7285629_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7285629_trimmed_2.fastq.gz,33,59,nd,united kingdom,Europe,human,public health england
11657_6#75,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_6#75.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_6#75.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_6#75_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_6#75_2.fastq.gz,33,415,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_5#69,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#69.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#69.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#69_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#69_1.fastq.gz,33,415~,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ha7432aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha7432aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7432aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha7432aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha7432aa_as_1.fastq,33,59,nd,united states,North America,human,fda center for food safety and applied nutrition
esc_sa2797aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7208797_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7208797_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7208797_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7208797_trimmed_2.fastq.gz,33,59,nd,united kingdom,Europe,human,public health england
11657_6#33,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_6#33.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_6#33.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_6#33_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_6#33_2.fastq.gz,33,59,expec,united kingdom,Europe,blood,kallonen2017_bsac
7553_7#70,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7553_7#70.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7553_7#70.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7553_7#70_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7553_7#70_1.fastq.gz,34,328,epec,kenya,Africa,feces,ingle2016_gems
jhrq00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/complete/JHRQ00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/annotation/JHRQ00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHRQ00000000_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHRQ00000000_1.fastq,34,328~,epec,kenya,Africa,feces,hazen2016_gems
7748_7#31,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7748_7#31.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7748_7#31.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7748_7#31_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7748_7#31_2.fastq.gz,34,5618,epec,india,Asia,feces,ingle2016_gems
7790_1#52,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7790_1#52.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7790_1#52.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7790_1#52_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7790_1#52_2.fastq.gz,34,328,epec,kenya,Africa,feces,ingle2016_gems
jhrn00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/complete/JHRN00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/annotation/JHRN00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHRN00000000_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHRN00000000_2.fastq,34,328~,epec,kenya,Africa,feces,hazen2016_gems
jhsi00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/complete/JHSI00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/annotation/JHSI00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHSI00000000_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHSI00000000_1.fastq,34,328~,epec,kenya,Africa,feces,hazen2016_gems
jhse00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/complete/JHSE00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/annotation/JHSE00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHSE00000000_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHSE00000000_2.fastq,34,328~,epec,mozambique,Africa,feces,hazen2016_gems
7790_1#96,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7790_1#96.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7790_1#96.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7790_1#96_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7790_1#96_2.fastq.gz,34,328,epec,india,Asia,feces,ingle2016_gems
7748_7#37,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7748_7#37.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7748_7#37.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7748_7#37_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7748_7#37_2.fastq.gz,34,328,epec,india,Asia,feces,ingle2016_gems
8205_3#51,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/8205_3#51.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#51.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/8205_3#51_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/8205_3#51_1.fastq.gz,34,328,epec,mozambique,Africa,feces,ingle2016_gems
jhri00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/complete/JHRI00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/annotation/JHRI00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHRI00000000_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHRI00000000_1.fastq,34,328~,epec,mozambique,Africa,feces,hazen2016_gems
7748_7#47,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7748_7#47.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7748_7#47.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7748_7#47_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7748_7#47_1.fastq.gz,34,328,epec,pakistan,Asia,feces,ingle2016_gems
esc_ia1485aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR4184849_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4184849_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR4184849_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR4184849_trimmed_2.fastq.gz,35,34,nd,united kingdom,Europe,human,public health england
esc_sa2225aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7186896_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7186896_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7186896_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7186896_trimmed_1.fastq.gz,35,34~,nd,united kingdom,Europe,human,public health england
esc_ra3565aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra3565aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra3565aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR6489793_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR6489793_trimmed_2.fastq.gz,35,8053,nd,united kingdom,Europe,human,public health england
esc_ja5048aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja5048aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja5048aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR5005541_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR5005541_trimmed_1.fastq.gz,35,34,nd,united kingdom,Europe,human,public health england
esc_ga9367aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9367aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9367aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3578945_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3578945_trimmed_1.fastq.gz,35,34,nd,united kingdom,Europe,human,public health england
esc_ma8876aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8876aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8876aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8876aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8876aa_as_1.fastq,35,34,nd,united kingdom,Europe,human,public health england
esc_ja7632aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR5005437_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR5005437_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR5005437_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR5005437_trimmed_2.fastq.gz,36,675,nd,united kingdom,Europe,human,public health england
esc_sa4030aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7244296_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7244296_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7244296_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7244296_trimmed_2.fastq.gz,36,675~,nd,united kingdom,Europe,human,public health england
esc_sa6783aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367409_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7367409_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7367409_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7367409_trimmed_1.fastq.gz,36,180~,nd,united kingdom,Europe,human,public health england
esc_sa7055aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7407921_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7407921_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7407921_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7407921_trimmed_1.fastq.gz,36,7953,nd,united kingdom,Europe,human,public health england
esc_sa6121aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7291012_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7291012_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7291012_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7291012_trimmed_2.fastq.gz,36,675,nd,united kingdom,Europe,human,public health england
esc_sa5332aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7283740_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7283740_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7283740_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7283740_trimmed_2.fastq.gz,36,675,nd,united kingdom,Europe,human,public health england
esc_sa3156aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7221092_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7221092_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7221092_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7221092_trimmed_1.fastq.gz,36,675~,nd,united kingdom,Europe,human,public health england
srs3777394,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7833071_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7833071_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7833071_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7833071_trimmed_1.fastq.gz,36,675,nd,united kingdom,Europe,nd,phe
esc_ia1447aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR4184704_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4184704_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR4184704_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR4184704_trimmed_1.fastq.gz,36,675,nd,united kingdom,Europe,human,public health england
esc_sa1559aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7172057_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7172057_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7172057_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7172057_trimmed_1.fastq.gz,36,675~,nd,united kingdom,Europe,human,public health england
esc_ha8265aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha8265aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha8265aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha8265aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha8265aa_as_1.fastq,37,405,nd,united states,North America,blood,fda center for food safety and applied nutrition
11658_4#67,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#67.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#67.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#67_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#67_2.fastq.gz,37,964,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_sa4848aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7270947_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7270947_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7270947_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7270947_trimmed_2.fastq.gz,37,405,nd,united kingdom,Europe,human,public health england
